path,directory,name,ext,bytes,lines
.circleci/config.yml,.circleci,config.yml,yml,19394,513
.editorconfig,.,.editorconfig,,3142,93
.envrc,.,.envrc,,304,10
.github/actions/setup-nix/action.yml,.github/actions/setup-nix,action.yml,yml,5056,142
.github/dependabot.yml,.github,dependabot.yml,yml,215,11
.github/workflows/ci.yml,.github/workflows,ci.yml,yml,22511,535
.github/workflows/docs.yml,.github/workflows,docs.yml,yml,2742,83
.github/workflows/fdroid.yml,.github/workflows,fdroid.yml,yml,5208,124
.github/workflows/release.yml,.github/workflows,release.yml,yml,3988,98
.gitignore,.,.gitignore,,2401,104
.prettierignore,.,.prettierignore,,1046,19
.prettierrc.cjs,.,.prettierrc.cjs,cjs,203,11
AGENTS.md,.,AGENTS.md,md,115808,1111
CLAUDE.md,.,CLAUDE.md,md,11,1
LICENSE,.,LICENSE,,1338,23
README.md,.,README.md,md,27585,939
SCROLLBAR-PLAN.md,.,SCROLLBAR-PLAN.md,md,40628,479
apps/ci/dub.sdl,apps/ci,dub.sdl,sdl,3378,69
apps/ci/dub.selections.json,apps/ci,dub.selections.json,json,126,9
apps/ci/src/app.d,apps/ci/src,app.d,d,156304,4437
apps/ci/src/blob_paths.d,apps/ci/src,blob_paths.d,d,12760,348
apps/ci/src/ci_main.d,apps/ci/src,ci_main.d,d,592,15
apps/ci/src/ci_stats.d,apps/ci/src,ci_stats.d,d,36426,1052
apps/ci/src/coverage.d,apps/ci/src,coverage.d,d,7360,198
apps/ci/src/docs_sidebar.d,apps/ci/src,docs_sidebar.d,d,10691,344
apps/ci/src/dub_deps.d,apps/ci/src,dub_deps.d,d,12614,355
apps/ci/src/example_manifest.d,apps/ci/src,example_manifest.d,d,4691,143
apps/ci/src/fence_audit.d,apps/ci/src,fence_audit.d,d,49385,1482
apps/ci/tools/add-checked-buildtype.d,apps/ci/tools,add-checked-buildtype.d,d,4742,136
apps/ci/tools/smoke-option-help.d,apps/ci/tools,smoke-option-help.d,d,5022,144
apps/hue/android/AndroidManifest.xml,apps/hue/android,AndroidManifest.xml,xml,3428,62
apps/hue/android/debug-only.keystore,apps/hue/android,debug-only.keystore,keystore,2666,0
apps/hue/android/hello/AndroidManifest.xml,apps/hue/android/hello,AndroidManifest.xml,xml,1792,35
apps/hue/android/hello/main.d,apps/hue/android/hello,main.d,d,2181,59
apps/hue/android/icon/ic_launcher.svg,apps/hue/android/icon,ic_launcher.svg,svg,1914,36
apps/hue/android/jni_c.c,apps/hue/android,jni_c.c,c,923,18
apps/hue/dub.sdl,apps/hue,dub.sdl,sdl,9357,189
apps/hue/dub.selections.json,apps/hue,dub.selections.json,json,305,15
apps/hue/fdroid/config.yml,apps/hue/fdroid,config.yml,yml,2910,54
apps/hue/fdroid/config/categories.yml,apps/hue/fdroid/config,categories.yml,yml,308,8
apps/hue/fdroid/metadata/dev.sparkles.hue.yml,apps/hue/fdroid/metadata,dev.sparkles.hue.yml,yml,2432,57
apps/hue/fdroid/metadata/dev.sparkles.hue/en-US/changelogs/default.txt,apps/hue/fdroid/metadata/dev.sparkles.hue/en-US/changelogs,default.txt,txt,184,4
apps/hue/fdroid/metadata/dev.sparkles.hue/en-US/full_description.txt,apps/hue/fdroid/metadata/dev.sparkles.hue/en-US,full_description.txt,txt,2279,41
apps/hue/fdroid/metadata/dev.sparkles.hue/en-US/short_description.txt,apps/hue/fdroid/metadata/dev.sparkles.hue/en-US,short_description.txt,txt,55,1
apps/hue/fdroid/metadata/dev.sparkles.hue/en-US/title.txt,apps/hue/fdroid/metadata/dev.sparkles.hue/en-US,title.txt,txt,4,1
apps/hue/src/android_clipboard.d,apps/hue/src,android_clipboard.d,d,5546,139
apps/hue/src/android_glue.d,apps/hue/src,android_glue.d,d,14032,360
apps/hue/src/android_paths.d,apps/hue/src,android_paths.d,d,5491,143
apps/hue/src/ansi_model.d,apps/hue/src,ansi_model.d,d,2342,68
apps/hue/src/app.d,apps/hue/src,app.d,d,76817,1952
apps/hue/src/cli.d,apps/hue/src,cli.d,d,42386,1089
apps/hue/src/coverage_discovery.d,apps/hue/src,coverage_discovery.d,d,11306,308
apps/hue/src/coverage_rebase.d,apps/hue/src,coverage_rebase.d,d,8887,207
apps/hue/src/diff_commutative.d,apps/hue/src,diff_commutative.d,d,11587,324
apps/hue/src/diff_session.d,apps/hue/src,diff_session.d,d,12649,356
apps/hue/src/diff_structural.d,apps/hue/src,diff_structural.d,d,24293,636
apps/hue/src/diff_token_view.d,apps/hue/src,diff_token_view.d,d,6101,155
apps/hue/src/diff_view.d,apps/hue/src,diff_view.d,d,68476,1734
apps/hue/src/document.d,apps/hue/src,document.d,d,73231,1728
apps/hue/src/dsv_browser.d,apps/hue/src,dsv_browser.d,d,22099,678
apps/hue/src/dsv_palette.d,apps/hue/src,dsv_palette.d,d,4120,109
apps/hue/src/dsv_view.d,apps/hue/src,dsv_view.d,d,37349,941
apps/hue/src/explorer.d,apps/hue/src,explorer.d,d,63956,1596
apps/hue/src/forge.d,apps/hue/src,forge.d,d,23672,657
apps/hue/src/forge_client.d,apps/hue/src,forge_client.d,d,8556,235
apps/hue/src/forge_github.d,apps/hue/src,forge_github.d,d,26690,706
apps/hue/src/format_bench.d,apps/hue/src,format_bench.d,d,10099,284
apps/hue/src/format_dmd.d,apps/hue/src,format_dmd.d,d,6408,169
apps/hue/src/format_preview.d,apps/hue/src,format_preview.d,d,57936,1704
apps/hue/src/git_status.d,apps/hue/src,git_status.d,d,19274,563
apps/hue/src/gui.d,apps/hue/src,gui.d,d,185255,4008
apps/hue/src/gui_ansi.d,apps/hue/src,gui_ansi.d,d,9023,263
apps/hue/src/gui_preview.d,apps/hue/src,gui_preview.d,d,14115,339
apps/hue/src/gui_state.d,apps/hue/src,gui_state.d,d,23875,690
apps/hue/src/gui_text.d,apps/hue/src,gui_text.d,d,5228,144
apps/hue/src/inspector_pane.d,apps/hue/src,inspector_pane.d,d,23312,633
apps/hue/src/keymap.d,apps/hue/src,keymap.d,d,73658,1428
apps/hue/src/keymap_config.d,apps/hue/src,keymap_config.d,d,26508,700
apps/hue/src/lantern.d,apps/hue/src,lantern.d,d,8999,250
apps/hue/src/live_types.d,apps/hue/src,live_types.d,d,36034,964
apps/hue/src/md_diff.d,apps/hue/src,md_diff.d,d,25609,705
apps/hue/src/picker.d,apps/hue/src,picker.d,d,19502,606
apps/hue/src/picker_host.d,apps/hue/src,picker_host.d,d,28040,706
apps/hue/src/picker_preview.d,apps/hue/src,picker_preview.d,d,16084,450
apps/hue/src/picker_sources.d,apps/hue/src,picker_sources.d,d,5485,168
apps/hue/src/picker_view.d,apps/hue/src,picker_view.d,d,18597,457
apps/hue/src/settings.d,apps/hue/src,settings.d,d,24302,639
apps/hue/src/settings_io.d,apps/hue/src,settings_io.d,d,25096,666
apps/hue/src/settings_load.d,apps/hue/src,settings_load.d,d,9689,258
apps/hue/src/settings_overlay.d,apps/hue/src,settings_overlay.d,d,10041,242
apps/hue/src/settings_pane.d,apps/hue/src,settings_pane.d,d,38043,1015
apps/hue/src/settings_store.d,apps/hue/src,settings_store.d,d,9790,264
apps/hue/src/site.d,apps/hue/src,site.d,d,10424,295
apps/hue/src/staging.d,apps/hue/src,staging.d,d,11029,311
apps/hue/src/table_select.d,apps/hue/src,table_select.d,d,8882,230
apps/hue/src/ts_inspect.d,apps/hue/src,ts_inspect.d,d,18367,542
apps/hue/src/tui.d,apps/hue/src,tui.d,d,113250,2755
apps/hue/src/twoslash_tui.d,apps/hue/src,twoslash_tui.d,d,11245,297
apps/hue/src/viewer_model.d,apps/hue/src,viewer_model.d,d,130695,3293
apps/hue/src/workspace.d,apps/hue/src,workspace.d,d,141266,3525
apps/hue/test/fixtures/dsv/ragged-synthetic.csv,apps/hue/test/fixtures/dsv,ragged-synthetic.csv,csv,20,4
apps/hue/test/fixtures/dsv/ragged-synthetic.txt,apps/hue/test/fixtures/dsv,ragged-synthetic.txt,txt,536,9
apps/hue/test/fixtures/dsv/semicolon.csv,apps/hue/test/fixtures/dsv,semicolon.csv,csv,29,4
apps/hue/test/fixtures/dsv/semicolon.txt,apps/hue/test/fixtures/dsv,semicolon.txt,txt,421,9
apps/hue/test/fixtures/dsv/tall.csv,apps/hue/test/fixtures/dsv,tall.csv,csv,449,21
apps/hue/test/fixtures/dsv/tall.txt,apps/hue/test/fixtures/dsv,tall.txt,txt,872,10
apps/hue/test/fixtures/dsv/typed.csv,apps/hue/test/fixtures/dsv,typed.csv,csv,110,4
apps/hue/test/fixtures/dsv/typed.txt,apps/hue/test/fixtures/dsv,typed.txt,txt,950,9
apps/hue/test/fixtures/dsv/wide-scrolled.csv,apps/hue/test/fixtures/dsv,wide-scrolled.csv,csv,276,5
apps/hue/test/fixtures/dsv/wide-scrolled.txt,apps/hue/test/fixtures/dsv,wide-scrolled.txt,txt,1175,11
apps/hue/test/fixtures/dsv/wide.csv,apps/hue/test/fixtures/dsv,wide.csv,csv,276,5
apps/hue/test/fixtures/dsv/wide.txt,apps/hue/test/fixtures/dsv,wide.txt,txt,1175,11
apps/hue/test/fixtures/dub-single-file-json.d,apps/hue/test/fixtures,dub-single-file-json.d,d,321,16
apps/hue/test/fixtures/dub-single-file.d,apps/hue/test/fixtures,dub-single-file.d,d,825,27
apps/hue/test/fixtures/nested-injections.nix,apps/hue/test/fixtures,nested-injections.nix,nix,4155,133
apps/hue/tools/capture-goldens.d,apps/hue/tools,capture-goldens.d,d,6399,162
apps/hue/tools/capture-modes.d,apps/hue/tools,capture-modes.d,d,14341,360
apps/hue/tools/gen-coverage-fixtures,apps/hue/tools,gen-coverage-fixtures,,5902608,0
apps/hue/tools/gen-coverage-fixtures.d,apps/hue/tools,gen-coverage-fixtures.d,d,20058,539
apps/hue/tools/preview-widget.d,apps/hue/tools,preview-widget.d,d,2069,53
apps/hue/tools/resize-probe.d,apps/hue/tools,resize-probe.d,d,7858,232
apps/hue/tools/tui-ab.d,apps/hue/tools,tui-ab.d,d,8879,259
apps/release/dub.sdl,apps/release,dub.sdl,sdl,1100,38
apps/release/dub.selections.json,apps/release,dub.selections.json,json,126,9
apps/release/src/app.d,apps/release/src,app.d,d,55233,1526
apps/release/src/sparkles/release/agents.d,apps/release/src/sparkles/release,agents.d,d,25404,661
apps/release/src/sparkles/release/artifacts.d,apps/release/src/sparkles/release,artifacts.d,d,2993,95
apps/release/src/sparkles/release/bump.d,apps/release/src/sparkles/release,bump.d,d,3915,122
apps/release/src/sparkles/release/conventional.d,apps/release/src/sparkles/release,conventional.d,d,6747,227
apps/release/src/sparkles/release/git.d,apps/release/src/sparkles/release,git.d,d,14785,488
apps/release/src/sparkles/release/json_utils.d,apps/release/src/sparkles/release,json_utils.d,d,3351,99
apps/release/src/sparkles/release/notes.d,apps/release/src/sparkles/release,notes.d,d,5074,168
apps/release/src/sparkles/release/pr.d,apps/release/src/sparkles/release,pr.d,d,13205,391
apps/release/src/sparkles/release/preflight.d,apps/release/src/sparkles/release,preflight.d,d,5835,173
apps/release/src/sparkles/release/result.d,apps/release/src/sparkles/release,result.d,d,1059,34
apps/release/src/sparkles/release/segment.d,apps/release/src/sparkles/release,segment.d,d,28768,821
apps/release/src/sparkles/release/stages.d,apps/release/src/sparkles/release,stages.d,d,4453,112
apps/release/src/sparkles/release/stats.d,apps/release/src/sparkles/release,stats.d,d,8541,274
apps/release/src/sparkles/release/store/certs.d,apps/release/src/sparkles/release/store,certs.d,d,3833,103
apps/release/src/sparkles/release/store/env.d,apps/release/src/sparkles/release/store,env.d,d,7104,219
apps/release/src/sparkles/release/store/index.d,apps/release/src/sparkles/release/store,index.d,d,6780,201
apps/release/src/sparkles/release/store/manifest.d,apps/release/src/sparkles/release/store,manifest.d,d,3972,138
apps/release/src/sparkles/release/store/play.d,apps/release/src/sparkles/release/store,play.d,d,15961,454
apps/release/src/sparkles/release/store/play_run.d,apps/release/src/sparkles/release/store,play_run.d,d,7042,200
apps/release/src/sparkles/release/store/run.d,apps/release/src/sparkles/release/store,run.d,d,22877,602
apps/release/src/sparkles/release/store/stage.d,apps/release/src/sparkles/release/store,stage.d,d,2459,69
apps/release/src/sparkles/release/store/tools.d,apps/release/src/sparkles/release/store,tools.d,d,10471,253
apps/release/src/sparkles/release/store/version_map.d,apps/release/src/sparkles/release/store,version_map.d,d,7170,205
apps/release/src/sparkles/release/store/workfiles.d,apps/release/src/sparkles/release/store,workfiles.d,d,5146,145
apps/terminal-benchmark/README.md,apps/terminal-benchmark,README.md,md,4697,104
apps/terminal-benchmark/dub.sdl,apps/terminal-benchmark,dub.sdl,sdl,1322,37
apps/terminal-benchmark/dub.selections.json,apps/terminal-benchmark,dub.selections.json,json,83,7
apps/terminal-benchmark/src/app.d,apps/terminal-benchmark/src,app.d,d,8778,253
apps/terminal-benchmark/src/bench.d,apps/terminal-benchmark/src,bench.d,d,5253,150
apps/terminal/dub.sdl,apps/terminal,dub.sdl,sdl,1359,44
apps/terminal/dub.selections.json,apps/terminal,dub.selections.json,json,127,9
apps/terminal/src/app.d,apps/terminal/src,app.d,d,4764,114
apps/terminal/src/cli.d,apps/terminal/src,cli.d,d,2452,74
apps/twoslash-extract/dub.sdl,apps/twoslash-extract,dub.sdl,sdl,1904,46
apps/twoslash-extract/dub.selections.json,apps/twoslash-extract,dub.selections.json,json,261,13
apps/twoslash-extract/src/app.d,apps/twoslash-extract/src,app.d,d,16492,439
apps/ui-gallery/dub.sdl,apps/ui-gallery,dub.sdl,sdl,2765,67
apps/ui-gallery/dub.selections.json,apps/ui-gallery,dub.selections.json,json,127,9
apps/ui-gallery/src/app.d,apps/ui-gallery/src,app.d,d,7011,197
apps/ui-gallery/src/gallery.d,apps/ui-gallery/src,gallery.d,d,98838,2453
apps/ui-gallery/src/inspector.d,apps/ui-gallery/src,inspector.d,d,8875,246
apps/ui-gallery/src/keymap.d,apps/ui-gallery/src,keymap.d,d,29435,661
apps/ui-gallery/src/kit.d,apps/ui-gallery/src,kit.d,d,8498,261
apps/ui-gallery/src/pages/components_page.d,apps/ui-gallery/src/pages,components_page.d,d,17372,463
apps/ui-gallery/src/pages/decoration_page.d,apps/ui-gallery/src/pages,decoration_page.d,d,9217,217
apps/ui-gallery/src/pages/dock_page.d,apps/ui-gallery/src/pages,dock_page.d,d,24330,626
apps/ui-gallery/src/pages/layout_page.d,apps/ui-gallery/src/pages,layout_page.d,d,9521,254
apps/ui-gallery/src/pages/machines_page.d,apps/ui-gallery/src/pages,machines_page.d,d,13727,376
apps/ui-gallery/src/pages/primitives.d,apps/ui-gallery/src/pages,primitives.d,d,7916,220
apps/ui-gallery/src/pages/property_page.d,apps/ui-gallery/src/pages,property_page.d,d,22599,612
apps/ui-gallery/src/pages/scrolling_page.d,apps/ui-gallery/src/pages,scrolling_page.d,d,8744,233
apps/ui-gallery/src/pages/slots_page.d,apps/ui-gallery/src/pages,slots_page.d,d,8255,228
apps/ui-gallery/src/pages/split_page.d,apps/ui-gallery/src/pages,split_page.d,d,8663,244
apps/ui-gallery/src/pages/table_page.d,apps/ui-gallery/src/pages,table_page.d,d,11109,290
apps/ui-gallery/src/pages/terminal_page.d,apps/ui-gallery/src/pages,terminal_page.d,d,26211,715
apps/ui-gallery/src/pages/text_page.d,apps/ui-gallery/src/pages,text_page.d,d,7470,216
apps/ui-gallery/src/pages/themes_page.d,apps/ui-gallery/src/pages,themes_page.d,d,9013,254
apps/ui-gallery/src/pages/tracks_page.d,apps/ui-gallery/src/pages,tracks_page.d,d,7848,236
apps/ui-gallery/src/pages/tree_page.d,apps/ui-gallery/src/pages,tree_page.d,d,12864,343
apps/ui-gallery/src/pages/welcome.d,apps/ui-gallery/src/pages,welcome.d,d,4007,129
apps/ui-gallery/src/property_subject.d,apps/ui-gallery/src,property_subject.d,d,7498,240
apps/ui-gallery/src/registry.d,apps/ui-gallery/src,registry.d,d,12766,317
apps/ui-gallery/src/render.d,apps/ui-gallery/src,render.d,d,8065,213
apps/ui-gallery/src/scrollbars.d,apps/ui-gallery/src,scrollbars.d,d,18075,464
apps/ui-gallery/src/state.d,apps/ui-gallery/src,state.d,d,27109,660
apps/ui-gallery/src/term_store.d,apps/ui-gallery/src,term_store.d,d,3228,102
apps/ui-gallery/test/data/README.md,apps/ui-gallery/test/data,README.md,md,71,1
apps/ui-gallery/tools/preview.d,apps/ui-gallery/tools,preview.d,d,3184,107
apps/ui-gallery/tools/pty-drive.d,apps/ui-gallery/tools,pty-drive.d,d,5513,188
ci/README.md,ci,README.md,md,18610,286
ci/deploy-cloudflare-pages.sh,ci,deploy-cloudflare-pages.sh,sh,2503,66
ci/dub-cache-key.sh,ci,dub-cache-key.sh,sh,1646,43
ci/install-ldc-windows.sh,ci,install-ldc-windows.sh,sh,1873,53
ci/lib/common.sh,ci/lib,common.sh,sh,5086,159
ci/nix-configure.sh,ci,nix-configure.sh,sh,5987,141
ci/nix-devshell.sh,ci,nix-devshell.sh,sh,3321,99
ci/nix-install.sh,ci,nix-install.sh,sh,3571,100
ci/notify-dub-registry.sh,ci,notify-dub-registry.sh,sh,751,21
ci/pr-comment.sh,ci,pr-comment.sh,sh,2331,75
ci/release-pin.sh,ci,release-pin.sh,sh,3116,78
ci/run-all.sh,ci,run-all.sh,sh,10179,334
ci/run-batch.sh,ci,run-batch.sh,sh,1441,36
ci/with-cachix.sh,ci,with-cachix.sh,sh,1290,40
docs/.vitepress/config.mts,docs/.vitepress,config.mts,mts,6644,180
docs/.vitepress/docs-config.json,docs/.vitepress,docs-config.json,json,292,10
docs/.vitepress/sidebar.json,docs/.vitepress,sidebar.json,json,153918,4953
docs/.vitepress/theme/InstallInstructions.vue,docs/.vitepress/theme,InstallInstructions.vue,vue,5165,117
docs/.vitepress/theme/Layout.vue,docs/.vitepress/theme,Layout.vue,vue,12881,406
docs/.vitepress/theme/Tooltip.vue,docs/.vitepress/theme,Tooltip.vue,vue,2972,144
docs/.vitepress/theme/components/TablePlayground.vue,docs/.vitepress/theme/components,TablePlayground.vue,vue,35123,1072
docs/.vitepress/theme/components/TerminalCellGrid.vue,docs/.vitepress/theme/components,TerminalCellGrid.vue,vue,7731,279
docs/.vitepress/theme/components/TextCellViz.vue,docs/.vitepress/theme/components,TextCellViz.vue,vue,11456,403
docs/.vitepress/theme/components/TpgNumber.vue,docs/.vitepress/theme/components,TpgNumber.vue,vue,2915,118
docs/.vitepress/theme/components/TpgPanel.vue,docs/.vitepress/theme/components,TpgPanel.vue,vue,13682,501
docs/.vitepress/theme/components/tpg-store.ts,docs/.vitepress/theme/components,tpg-store.ts,ts,941,16
docs/.vitepress/theme/custom.css,docs/.vitepress/theme,custom.css,css,15934,643
docs/.vitepress/theme/index.mts,docs/.vitepress/theme,index.mts,mts,971,22
docs/apps/hue/index.md,docs/apps/hue,index.md,md,10166,241
docs/apps/hue/twoslash-preview.png,docs/apps/hue,twoslash-preview.png,png,55060,0
docs/apps/terminal/getting-started.md,docs/apps/terminal,getting-started.md,md,2708,88
docs/apps/terminal/index.md,docs/apps/terminal,index.md,md,3835,88
docs/apps/terminal/reference/bindings.md,docs/apps/terminal/reference,bindings.md,md,2315,56
docs/apps/terminal/reference/cli.md,docs/apps/terminal/reference,cli.md,md,4114,66
docs/apps/terminal/screenshot.png,docs/apps/terminal,screenshot.png,png,213932,0
docs/apps/ui-gallery/index.md,docs/apps/ui-gallery,index.md,md,8578,132
docs/guidelines/AGENTS.md,docs/guidelines,AGENTS.md,md,115808,1111
docs/guidelines/allocators/index.md,docs/guidelines/allocators,index.md,md,92293,1964
docs/guidelines/android-release-runbook.md,docs/guidelines,android-release-runbook.md,md,14866,279
docs/guidelines/benchmarking-and-profiling.md,docs/guidelines,benchmarking-and-profiling.md,md,15182,313
docs/guidelines/code-style.md,docs/guidelines,code-style.md,md,12750,397
docs/guidelines/d-language-features/AGENTS.md,docs/guidelines/d-language-features,AGENTS.md,md,13688,259
docs/guidelines/d-language-features/grounding/_sources.md,docs/guidelines/d-language-features/grounding,_sources.md,md,4119,72
docs/guidelines/d-language-features/grounding/aggregates.md,docs/guidelines/d-language-features/grounding,aggregates.md,md,3348,26
docs/guidelines/d-language-features/grounding/compiler-switches.md,docs/guidelines/d-language-features/grounding,compiler-switches.md,md,7163,55
docs/guidelines/d-language-features/grounding/construction.md,docs/guidelines/d-language-features/grounding,construction.md,md,3502,28
docs/guidelines/d-language-features/grounding/declarations.md,docs/guidelines/d-language-features/grounding,declarations.md,md,3442,27
docs/guidelines/d-language-features/grounding/functions.md,docs/guidelines/d-language-features/grounding,functions.md,md,7240,35
docs/guidelines/d-language-features/grounding/index.md,docs/guidelines/d-language-features/grounding,index.md,md,6440,68
docs/guidelines/d-language-features/grounding/interop.md,docs/guidelines/d-language-features/grounding,interop.md,md,3861,33
docs/guidelines/d-language-features/grounding/legacy.md,docs/guidelines/d-language-features/grounding,legacy.md,md,2110,19
docs/guidelines/d-language-features/grounding/literals.md,docs/guidelines/d-language-features/grounding,literals.md,md,2590,20
docs/guidelines/d-language-features/grounding/memory-safety.md,docs/guidelines/d-language-features/grounding,memory-safety.md,md,7116,35
docs/guidelines/d-language-features/grounding/milestones.md,docs/guidelines/d-language-features/grounding,milestones.md,md,5739,31
docs/guidelines/d-language-features/grounding/nogc-betterc.md,docs/guidelines/d-language-features/grounding,nogc-betterc.md,md,3045,24
docs/guidelines/d-language-features/grounding/quick-ref.md,docs/guidelines/d-language-features/grounding,quick-ref.md,md,13480,66
docs/guidelines/d-language-features/grounding/shared.md,docs/guidelines/d-language-features/grounding,shared.md,md,2333,18
docs/guidelines/d-language-features/grounding/templates.md,docs/guidelines/d-language-features/grounding,templates.md,md,6845,54
docs/guidelines/d-language-features/index.md,docs/guidelines/d-language-features,index.md,md,43551,641
docs/guidelines/ddoc.md,docs/guidelines,ddoc.md,md,31491,842
docs/guidelines/ddoc_ies_interaction.d,docs/guidelines,ddoc_ies_interaction.d,d,11443,389
docs/guidelines/design-by-introspection-00-intro.md,docs/guidelines,design-by-introspection-00-intro.md,md,22114,438
docs/guidelines/design-by-introspection-01-guidelines.md,docs/guidelines,design-by-introspection-01-guidelines.md,md,19452,579
docs/guidelines/dstyle.md,docs/guidelines,dstyle.md,md,13185,449
docs/guidelines/functional-declarative-programming-guidelines.md,docs/guidelines,functional-declarative-programming-guidelines.md,md,29038,651
docs/guidelines/idioms/expected/index.md,docs/guidelines/idioms/expected,index.md,md,17911,504
docs/guidelines/idioms/forced-named-arguments/abi_comparison.d,docs/guidelines/idioms/forced-named-arguments,abi_comparison.d,d,1396,51
docs/guidelines/idioms/forced-named-arguments/alternatives.d,docs/guidelines/idioms/forced-named-arguments,alternatives.d,d,3277,109
docs/guidelines/idioms/forced-named-arguments/index.md,docs/guidelines/idioms/forced-named-arguments,index.md,md,7618,206
docs/guidelines/idioms/forced-named-arguments/lib.d,docs/guidelines/idioms/forced-named-arguments,lib.d,d,690,30
docs/guidelines/idioms/forced-named-arguments/test_negative.d,docs/guidelines/idioms/forced-named-arguments,test_negative.d,d,412,13
docs/guidelines/idioms/forced-named-arguments/test_positive.d,docs/guidelines/idioms/forced-named-arguments,test_positive.d,d,716,22
docs/guidelines/importc-c-libraries.md,docs/guidelines,importc-c-libraries.md,md,15599,335
docs/guidelines/interpolated-expression-sequences.md,docs/guidelines,interpolated-expression-sequences.md,md,27215,794
docs/guidelines/move-semantics/index.md,docs/guidelines/move-semantics,index.md,md,32042,788
docs/guidelines/release.md,docs/guidelines,release.md,md,16428,325
docs/guidelines/research-docs.md,docs/guidelines,research-docs.md,md,20579,357
docs/hue-site.json,docs,hue-site.json,json,74,5
docs/index.md,docs,index.md,md,932,24
docs/libs/base/explanation/base-codecs.md,docs/libs/base/explanation,base-codecs.md,md,5150,105
docs/libs/base/explanation/design.md,docs/libs/base/explanation,design.md,md,1924,46
docs/libs/base/how-to/analyze-unicode-text.md,docs/libs/base/how-to,analyze-unicode-text.md,md,963,24
docs/libs/base/how-to/log-with-core-logger.md,docs/libs/base/how-to,log-with-core-logger.md,md,3980,74
docs/libs/base/how-to/own-heap-values.md,docs/libs/base/how-to,own-heap-values.md,md,2293,64
docs/libs/base/how-to/parse-text-readers.md,docs/libs/base/how-to,parse-text-readers.md,md,3010,92
docs/libs/base/how-to/prettyprint-values.md,docs/libs/base/how-to,prettyprint-values.md,md,2374,97
docs/libs/base/how-to/style-text-templates.md,docs/libs/base/how-to,style-text-templates.md,md,4353,114
docs/libs/base/how-to/test-with-check-helpers.md,docs/libs/base/how-to,test-with-check-helpers.md,md,3511,90
docs/libs/base/how-to/write-nogc-text.md,docs/libs/base/how-to,write-nogc-text.md,md,1218,50
docs/libs/base/index.md,docs/libs/base,index.md,md,1986,58
docs/libs/base/reference/api.md,docs/libs/base/reference,api.md,md,12459,128
docs/libs/base/reference/base-codecs.md,docs/libs/base/reference,base-codecs.md,md,7516,161
docs/libs/base/reference/percent-encoding.md,docs/libs/base/reference,percent-encoding.md,md,5342,129
docs/libs/base/reference/unicode-analysis.md,docs/libs/base/reference,unicode-analysis.md,md,1001,21
docs/libs/base/tutorial/getting-started.md,docs/libs/base/tutorial,getting-started.md,md,2773,116
docs/libs/code-instrumentation/explanation/format-quirks.md,docs/libs/code-instrumentation/explanation,format-quirks.md,md,4307,106
docs/libs/code-instrumentation/how-to/handle-parse-failures.md,docs/libs/code-instrumentation/how-to,handle-parse-failures.md,md,2552,56
docs/libs/code-instrumentation/how-to/match-a-source-file.md,docs/libs/code-instrumentation/how-to,match-a-source-file.md,md,1532,38
docs/libs/code-instrumentation/index.md,docs/libs/code-instrumentation,index.md,md,2640,65
docs/libs/code-instrumentation/reference/api.md,docs/libs/code-instrumentation/reference,api.md,md,4053,93
docs/libs/code-instrumentation/tutorial/getting-started.md,docs/libs/code-instrumentation/tutorial,getting-started.md,md,3516,116
docs/libs/core-cli/table.md,docs/libs/core-cli,table.md,md,4538,67
docs/libs/fuzzy/explanation/design.md,docs/libs/fuzzy/explanation,design.md,md,1203,20
docs/libs/fuzzy/how-to/chunked-search.md,docs/libs/fuzzy/how-to,chunked-search.md,md,1578,44
docs/libs/fuzzy/index.md,docs/libs/fuzzy,index.md,md,1081,22
docs/libs/fuzzy/reference/api.md,docs/libs/fuzzy/reference,api.md,md,4045,71
docs/libs/fuzzy/tutorial/getting-started.md,docs/libs/fuzzy/tutorial,getting-started.md,md,1132,34
docs/libs/syntax/explanation/design.md,docs/libs/syntax/explanation,design.md,md,2907,58
docs/libs/syntax/index.md,docs/libs/syntax,index.md,md,2310,63
docs/libs/syntax/reference/core.md,docs/libs/syntax/reference,core.md,md,8330,116
docs/libs/syntax/reference/engine.md,docs/libs/syntax/reference,engine.md,md,7755,136
docs/libs/syntax/tutorial/getting-started.md,docs/libs/syntax/tutorial,getting-started.md,md,2915,89
docs/libs/test-runner/explanation/design.md,docs/libs/test-runner/explanation,design.md,md,9965,176
docs/libs/test-runner/guide.md,docs/libs/test-runner,guide.md,md,21394,369
docs/libs/test-runner/how-to/benchmark.md,docs/libs/test-runner/how-to,benchmark.md,md,17744,348
docs/libs/test-runner/how-to/measure-workloads.md,docs/libs/test-runner/how-to,measure-workloads.md,md,10613,210
docs/libs/test-runner/how-to/run-and-filter-tests.md,docs/libs/test-runner/how-to,run-and-filter-tests.md,md,1945,53
docs/libs/test-runner/how-to/skip-tests.md,docs/libs/test-runner/how-to,skip-tests.md,md,1942,49
docs/libs/test-runner/how-to/write-betterc-tests.md,docs/libs/test-runner/how-to,write-betterc-tests.md,md,3138,87
docs/libs/test-runner/how-to/write-ctfe-tests.md,docs/libs/test-runner/how-to,write-ctfe-tests.md,md,3272,74
docs/libs/test-runner/how-to/write-wasm-tests.md,docs/libs/test-runner/how-to,write-wasm-tests.md,md,1988,45
