path,directory,name,ext,bytes,lines
docs/research/monorepo-tooling/index.md,docs/research/monorepo-tooling,index.md,md,45251,418
docs/research/monorepo-tooling/just/index.md,docs/research/monorepo-tooling/just,index.md,md,31850,533
docs/research/monorepo-tooling/lage/index.md,docs/research/monorepo-tooling/lage,index.md,md,34239,354
docs/research/monorepo-tooling/lerna/index.md,docs/research/monorepo-tooling/lerna,index.md,md,32578,531
docs/research/monorepo-tooling/make/index.md,docs/research/monorepo-tooling/make,index.md,md,34831,598
docs/research/monorepo-tooling/maven/index.md,docs/research/monorepo-tooling/maven,index.md,md,32923,521
docs/research/monorepo-tooling/meson/index.md,docs/research/monorepo-tooling/meson,index.md,md,28707,463
docs/research/monorepo-tooling/mill/index.md,docs/research/monorepo-tooling/mill,index.md,md,31848,549
docs/research/monorepo-tooling/mise/index.md,docs/research/monorepo-tooling/mise,index.md,md,36007,572
docs/research/monorepo-tooling/moon/index.md,docs/research/monorepo-tooling/moon,index.md,md,28209,548
docs/research/monorepo-tooling/moon/sample/.gitignore,docs/research/monorepo-tooling/moon/sample,.gitignore,,256,12
docs/research/monorepo-tooling/moon/sample/.moon/toolchain.yml,docs/research/monorepo-tooling/moon/sample/.moon,toolchain.yml,yml,260,10
docs/research/monorepo-tooling/moon/sample/.moon/workspace.yml,docs/research/monorepo-tooling/moon/sample/.moon,workspace.yml,yml,630,23
docs/research/monorepo-tooling/moon/sample/.prototools,docs/research/monorepo-tooling/moon/sample,.prototools,,33,2
docs/research/monorepo-tooling/moon/sample/apps/web/moon.yml,docs/research/monorepo-tooling/moon/sample/apps/web,moon.yml,yml,759,29
docs/research/monorepo-tooling/moon/sample/apps/web/package.json,docs/research/monorepo-tooling/moon/sample/apps/web,package.json,json,196,12
docs/research/monorepo-tooling/moon/sample/apps/web/src/main.ts,docs/research/monorepo-tooling/moon/sample/apps/web/src,main.ts,ts,68,3
docs/research/monorepo-tooling/moon/sample/apps/web/tsconfig.json,docs/research/monorepo-tooling/moon/sample/apps/web,tsconfig.json,json,288,18
docs/research/monorepo-tooling/moon/sample/package.json,docs/research/monorepo-tooling/moon/sample,package.json,json,114,6
docs/research/monorepo-tooling/moon/sample/packages/utils/moon.yml,docs/research/monorepo-tooling/moon/sample/packages/utils,moon.yml,yml,318,18
docs/research/monorepo-tooling/moon/sample/packages/utils/package.json,docs/research/monorepo-tooling/moon/sample/packages/utils,package.json,json,180,10
docs/research/monorepo-tooling/moon/sample/packages/utils/src/index.ts,docs/research/monorepo-tooling/moon/sample/packages/utils/src,index.ts,ts,76,3
docs/research/monorepo-tooling/moon/sample/packages/utils/tsconfig.json,docs/research/monorepo-tooling/moon/sample/packages/utils,tsconfig.json,json,264,15
docs/research/monorepo-tooling/moon/sample/pnpm-workspace.yaml,docs/research/monorepo-tooling/moon/sample,pnpm-workspace.yaml,yaml,40,3
docs/research/monorepo-tooling/nativelink/index.md,docs/research/monorepo-tooling/nativelink,index.md,md,40967,629
docs/research/monorepo-tooling/ninja/index.md,docs/research/monorepo-tooling/ninja,index.md,md,32554,539
docs/research/monorepo-tooling/nix-flakes/index.md,docs/research/monorepo-tooling/nix-flakes,index.md,md,37721,635
docs/research/monorepo-tooling/npm/index.md,docs/research/monorepo-tooling/npm,index.md,md,28000,292
docs/research/monorepo-tooling/npm/sample/.gitignore,docs/research/monorepo-tooling/npm/sample,.gitignore,,38,3
docs/research/monorepo-tooling/npm/sample/package.json,docs/research/monorepo-tooling/npm/sample,package.json,json,422,16
docs/research/monorepo-tooling/npm/sample/packages/cli/index.js,docs/research/monorepo-tooling/npm/sample/packages/cli,index.js,js,350,8
docs/research/monorepo-tooling/npm/sample/packages/cli/package.json,docs/research/monorepo-tooling/npm/sample/packages/cli,package.json,json,360,17
docs/research/monorepo-tooling/npm/sample/packages/greeter/index.js,docs/research/monorepo-tooling/npm/sample/packages/greeter,index.js,js,137,4
docs/research/monorepo-tooling/npm/sample/packages/greeter/package.json,docs/research/monorepo-tooling/npm/sample/packages/greeter,package.json,json,301,13
docs/research/monorepo-tooling/nx/index.md,docs/research/monorepo-tooling/nx,index.md,md,33703,588
docs/research/monorepo-tooling/nx/sample/.gitignore,docs/research/monorepo-tooling/nx/sample,.gitignore,,44,5
docs/research/monorepo-tooling/nx/sample/nx.json,docs/research/monorepo-tooling/nx/sample,nx.json,json,749,42
docs/research/monorepo-tooling/nx/sample/package.json,docs/research/monorepo-tooling/nx/sample,package.json,json,209,13
docs/research/monorepo-tooling/nx/sample/packages/cli/package.json,docs/research/monorepo-tooling/nx/sample/packages/cli,package.json,json,173,11
docs/research/monorepo-tooling/nx/sample/packages/cli/project.json,docs/research/monorepo-tooling/nx/sample/packages/cli,project.json,json,726,34
docs/research/monorepo-tooling/nx/sample/packages/cli/src/main.ts,docs/research/monorepo-tooling/nx/sample/packages/cli/src,main.ts,ts,109,4
docs/research/monorepo-tooling/nx/sample/packages/cli/tsconfig.json,docs/research/monorepo-tooling/nx/sample/packages/cli,tsconfig.json,json,234,15
docs/research/monorepo-tooling/nx/sample/packages/greeter/package.json,docs/research/monorepo-tooling/nx/sample/packages/greeter,package.json,json,135,7
docs/research/monorepo-tooling/nx/sample/packages/greeter/project.json,docs/research/monorepo-tooling/nx/sample/packages/greeter,project.json,json,519,22
docs/research/monorepo-tooling/nx/sample/packages/greeter/src/index.ts,docs/research/monorepo-tooling/nx/sample/packages/greeter/src,index.ts,ts,76,3
docs/research/monorepo-tooling/nx/sample/packages/greeter/tsconfig.json,docs/research/monorepo-tooling/nx/sample/packages/greeter,tsconfig.json,json,176,10
docs/research/monorepo-tooling/nx/sample/tsconfig.base.json,docs/research/monorepo-tooling/nx/sample,tsconfig.base.json,json,333,17
docs/research/monorepo-tooling/pants/index.md,docs/research/monorepo-tooling/pants,index.md,md,28291,486
docs/research/monorepo-tooling/please/index.md,docs/research/monorepo-tooling/please,index.md,md,24387,404
docs/research/monorepo-tooling/pnpm/index.md,docs/research/monorepo-tooling/pnpm,index.md,md,30257,335
docs/research/monorepo-tooling/pnpm/sample/.gitignore,docs/research/monorepo-tooling/pnpm/sample,.gitignore,,42,3
docs/research/monorepo-tooling/pnpm/sample/package.json,docs/research/monorepo-tooling/pnpm/sample,package.json,json,210,10
docs/research/monorepo-tooling/pnpm/sample/packages/cli/package.json,docs/research/monorepo-tooling/pnpm/sample/packages/cli,package.json,json,253,13
docs/research/monorepo-tooling/pnpm/sample/packages/cli/src/index.js,docs/research/monorepo-tooling/pnpm/sample/packages/cli/src,index.js,js,80,3
docs/research/monorepo-tooling/pnpm/sample/packages/greeter/package.json,docs/research/monorepo-tooling/pnpm/sample/packages/greeter,package.json,json,215,12
docs/research/monorepo-tooling/pnpm/sample/packages/greeter/src/index.js,docs/research/monorepo-tooling/pnpm/sample/packages/greeter/src,index.js,js,114,5
docs/research/monorepo-tooling/pnpm/sample/pnpm-workspace.yaml,docs/research/monorepo-tooling/pnpm/sample,pnpm-workspace.yaml,yaml,213,7
docs/research/monorepo-tooling/poetry/index.md,docs/research/monorepo-tooling/poetry,index.md,md,24815,297
docs/research/monorepo-tooling/redo/index.md,docs/research/monorepo-tooling/redo,index.md,md,28912,466
docs/research/monorepo-tooling/rush/index.md,docs/research/monorepo-tooling/rush,index.md,md,25584,460
docs/research/monorepo-tooling/sbt/index.md,docs/research/monorepo-tooling/sbt,index.md,md,28644,485
docs/research/monorepo-tooling/scons/index.md,docs/research/monorepo-tooling/scons,index.md,md,33665,538
docs/research/monorepo-tooling/task/index.md,docs/research/monorepo-tooling/task,index.md,md,30637,534
docs/research/monorepo-tooling/tup/index.md,docs/research/monorepo-tooling/tup,index.md,md,29439,482
docs/research/monorepo-tooling/turborepo/index.md,docs/research/monorepo-tooling/turborepo,index.md,md,34775,568
docs/research/monorepo-tooling/turborepo/sample/.gitignore,docs/research/monorepo-tooling/turborepo/sample,.gitignore,,42,4
docs/research/monorepo-tooling/turborepo/sample/package.json,docs/research/monorepo-tooling/turborepo/sample,package.json,json,262,14
docs/research/monorepo-tooling/turborepo/sample/packages/cli/package.json,docs/research/monorepo-tooling/turborepo/sample/packages/cli,package.json,json,273,15
docs/research/monorepo-tooling/turborepo/sample/packages/cli/src/main.ts,docs/research/monorepo-tooling/turborepo/sample/packages/cli/src,main.ts,ts,109,4
docs/research/monorepo-tooling/turborepo/sample/packages/cli/tsconfig.json,docs/research/monorepo-tooling/turborepo/sample/packages/cli,tsconfig.json,json,74,6
docs/research/monorepo-tooling/turborepo/sample/packages/greeter/package.json,docs/research/monorepo-tooling/turborepo/sample/packages/greeter,package.json,json,191,10
docs/research/monorepo-tooling/turborepo/sample/packages/greeter/src/index.ts,docs/research/monorepo-tooling/turborepo/sample/packages/greeter/src,index.ts,ts,76,3
docs/research/monorepo-tooling/turborepo/sample/packages/greeter/tsconfig.json,docs/research/monorepo-tooling/turborepo/sample/packages/greeter,tsconfig.json,json,74,6
docs/research/monorepo-tooling/turborepo/sample/pnpm-workspace.yaml,docs/research/monorepo-tooling/turborepo/sample,pnpm-workspace.yaml,yaml,27,2
docs/research/monorepo-tooling/turborepo/sample/tsconfig.base.json,docs/research/monorepo-tooling/turborepo/sample,tsconfig.base.json,json,260,13
docs/research/monorepo-tooling/turborepo/sample/turbo.json,docs/research/monorepo-tooling/turborepo/sample,turbo.json,json,418,26
docs/research/monorepo-tooling/uv/index.md,docs/research/monorepo-tooling/uv,index.md,md,25508,295
docs/research/monorepo-tooling/uv/sample/.editorconfig,docs/research/monorepo-tooling/uv/sample,.editorconfig,,184,5
docs/research/monorepo-tooling/uv/sample/.gitignore,docs/research/monorepo-tooling/uv/sample,.gitignore,,122,7
docs/research/monorepo-tooling/uv/sample/packages/bird-feeder/pyproject.toml,docs/research/monorepo-tooling/uv/sample/packages/bird-feeder,pyproject.toml,toml,326,11
docs/research/monorepo-tooling/uv/sample/packages/bird-feeder/src/bird_feeder/__init__.py,docs/research/monorepo-tooling/uv/sample/packages/bird-feeder/src/bird_feeder,__init__.py,py,153,6
docs/research/monorepo-tooling/uv/sample/pyproject.toml,docs/research/monorepo-tooling/uv/sample,pyproject.toml,toml,846,29
docs/research/monorepo-tooling/uv/sample/scripts/check.py,docs/research/monorepo-tooling/uv/sample/scripts,check.py,py,502,20
docs/research/monorepo-tooling/uv/sample/src/albatross/__init__.py,docs/research/monorepo-tooling/uv/sample/src/albatross,__init__.py,py,42,1
docs/research/monorepo-tooling/uv/sample/src/albatross/main.py,docs/research/monorepo-tooling/uv/sample/src/albatross,main.py,py,248,12
docs/research/monorepo-tooling/waf/index.md,docs/research/monorepo-tooling/waf,index.md,md,31575,548
docs/research/monorepo-tooling/wireit/index.md,docs/research/monorepo-tooling/wireit,index.md,md,28014,504
docs/research/monorepo-tooling/yarn-berry/index.md,docs/research/monorepo-tooling/yarn-berry,index.md,md,34501,393
docs/research/monorepo-tooling/yarn-berry/sample/.gitignore,docs/research/monorepo-tooling/yarn-berry/sample,.gitignore,,173,11
docs/research/monorepo-tooling/yarn-berry/sample/.yarnrc.yml,docs/research/monorepo-tooling/yarn-berry/sample,.yarnrc.yml,yml,73,6
docs/research/monorepo-tooling/yarn-berry/sample/package.json,docs/research/monorepo-tooling/yarn-berry/sample,package.json,json,252,12
docs/research/monorepo-tooling/yarn-berry/sample/packages/cli/package.json,docs/research/monorepo-tooling/yarn-berry/sample/packages/cli,package.json,json,326,16
docs/research/monorepo-tooling/yarn-berry/sample/packages/cli/src/main.js,docs/research/monorepo-tooling/yarn-berry/sample/packages/cli/src,main.js,js,282,7
docs/research/monorepo-tooling/yarn-berry/sample/packages/greeter/package.json,docs/research/monorepo-tooling/yarn-berry/sample/packages/greeter,package.json,json,248,11
docs/research/monorepo-tooling/yarn-berry/sample/packages/greeter/src/index.js,docs/research/monorepo-tooling/yarn-berry/sample/packages/greeter/src,index.js,js,239,10
docs/research/parsing/antlr.md,docs/research/parsing,antlr.md,md,47685,406
docs/research/parsing/bat.md,docs/research/parsing,bat.md,md,27619,238
docs/research/parsing/bison-yacc.md,docs/research/parsing,bison-yacc.md,md,38116,336
docs/research/parsing/chroma.md,docs/research/parsing,chroma.md,md,18765,156
docs/research/parsing/comparison.md,docs/research/parsing,comparison.md,md,26862,348
docs/research/parsing/concepts.md,docs/research/parsing,concepts.md,md,42526,593
docs/research/parsing/d-landscape.md,docs/research/parsing,d-landscape.md,md,20846,318
docs/research/parsing/fsharp-fparsec.md,docs/research/parsing,fsharp-fparsec.md,md,35358,321
docs/research/parsing/grounding/_sources.md,docs/research/parsing/grounding,_sources.md,md,18943,224
docs/research/parsing/grounding/antlr.md,docs/research/parsing/grounding,antlr.md,md,44642,137
docs/research/parsing/grounding/bat.md,docs/research/parsing/grounding,bat.md,md,17478,70
docs/research/parsing/grounding/bison-yacc.md,docs/research/parsing/grounding,bison-yacc.md,md,41121,101
docs/research/parsing/grounding/chroma.md,docs/research/parsing/grounding,chroma.md,md,6503,35
docs/research/parsing/grounding/comparison.md,docs/research/parsing/grounding,comparison.md,md,32152,143
docs/research/parsing/grounding/concepts.md,docs/research/parsing/grounding,concepts.md,md,36122,114
docs/research/parsing/grounding/d-landscape.md,docs/research/parsing/grounding,d-landscape.md,md,13710,71
docs/research/parsing/grounding/fsharp-fparsec.md,docs/research/parsing/grounding,fsharp-fparsec.md,md,3911,41
docs/research/parsing/grounding/haskell-flatparse.md,docs/research/parsing/grounding,haskell-flatparse.md,md,5047,38
docs/research/parsing/grounding/haskell-parsec.md,docs/research/parsing/grounding,haskell-parsec.md,md,69971,116
docs/research/parsing/grounding/helix.md,docs/research/parsing/grounding,helix.md,md,8338,41
docs/research/parsing/grounding/highlight-js.md,docs/research/parsing/grounding,highlight-js.md,md,7549,31
docs/research/parsing/grounding/hyperscan.md,docs/research/parsing/grounding,hyperscan.md,md,5120,43
docs/research/parsing/grounding/index.md,docs/research/parsing/grounding,index.md,md,34937,276
docs/research/parsing/grounding/intellij-highlighting.md,docs/research/parsing/grounding,intellij-highlighting.md,md,9118,37
docs/research/parsing/grounding/lezer-highlight.md,docs/research/parsing/grounding,lezer-highlight.md,md,5545,30
docs/research/parsing/grounding/lezer.md,docs/research/parsing/grounding,lezer.md,md,8510,62
docs/research/parsing/grounding/linguist.md,docs/research/parsing/grounding,linguist.md,md,6352,32
docs/research/parsing/grounding/lsp-semantic-tokens.md,docs/research/parsing/grounding,lsp-semantic-tokens.md,md,5662,33
docs/research/parsing/grounding/menhir.md,docs/research/parsing/grounding,menhir.md,md,38325,122
docs/research/parsing/grounding/ocaml-angstrom.md,docs/research/parsing/grounding,ocaml-angstrom.md,md,4965,37
docs/research/parsing/grounding/page-index.md,docs/research/parsing/grounding,page-index.md,md,35720,147
docs/research/parsing/grounding/pest.md,docs/research/parsing/grounding,pest.md,md,52404,115
docs/research/parsing/grounding/pygments.md,docs/research/parsing/grounding,pygments.md,md,6792,43
docs/research/parsing/grounding/rapidjson.md,docs/research/parsing/grounding,rapidjson.md,md,4071,40
docs/research/parsing/grounding/roslyn.md,docs/research/parsing/grounding,roslyn.md,md,9087,57
docs/research/parsing/grounding/rust-analyzer.md,docs/research/parsing/grounding,rust-analyzer.md,md,11243,61
docs/research/parsing/grounding/rust-chumsky.md,docs/research/parsing/grounding,rust-chumsky.md,md,47229,95
docs/research/parsing/grounding/rust-combine.md,docs/research/parsing/grounding,rust-combine.md,md,4146,35
docs/research/parsing/grounding/rust-nom.md,docs/research/parsing/grounding,rust-nom.md,md,39984,129
docs/research/parsing/grounding/rust-winnow.md,docs/research/parsing/grounding,rust-winnow.md,md,3717,38
docs/research/parsing/grounding/rustc-queries.md,docs/research/parsing/grounding,rustc-queries.md,md,8523,59
docs/research/parsing/grounding/shiki.md,docs/research/parsing/grounding,shiki.md,md,18280,75
docs/research/parsing/grounding/simd-json.md,docs/research/parsing/grounding,simd-json.md,md,4374,40
docs/research/parsing/grounding/simdjson.md,docs/research/parsing/grounding,simdjson.md,md,38364,162
docs/research/parsing/grounding/sonic-rs.md,docs/research/parsing/grounding,sonic-rs.md,md,4336,37
docs/research/parsing/grounding/syntax-highlighting.md,docs/research/parsing/grounding,syntax-highlighting.md,md,17275,77
docs/research/parsing/grounding/syntect.md,docs/research/parsing/grounding,syntect.md,md,19123,73
docs/research/parsing/grounding/theory-bottom-up.md,docs/research/parsing/grounding,theory-bottom-up.md,md,54049,149
docs/research/parsing/grounding/theory-derivatives.md,docs/research/parsing/grounding,theory-derivatives.md,md,59034,170
docs/research/parsing/grounding/theory-formal-languages.md,docs/research/parsing/grounding,theory-formal-languages.md,md,68623,142
docs/research/parsing/grounding/theory-general-parsing.md,docs/research/parsing/grounding,theory-general-parsing.md,md,45793,100
docs/research/parsing/grounding/theory-incremental.md,docs/research/parsing/grounding,theory-incremental.md,md,15700,68
docs/research/parsing/grounding/theory-index.md,docs/research/parsing/grounding,theory-index.md,md,25694,107
docs/research/parsing/grounding/theory-peg-packrat.md,docs/research/parsing/grounding,theory-peg-packrat.md,md,45792,169
docs/research/parsing/grounding/theory-pratt-precedence.md,docs/research/parsing/grounding,theory-pratt-precedence.md,md,35268,145
docs/research/parsing/grounding/theory-top-down.md,docs/research/parsing/grounding,theory-top-down.md,md,43982,118
docs/research/parsing/grounding/tree-sitter-highlight.md,docs/research/parsing/grounding,tree-sitter-highlight.md,md,17484,75
docs/research/parsing/grounding/tree-sitter.md,docs/research/parsing/grounding,tree-sitter.md,md,49669,143
docs/research/parsing/grounding/vim-emacs-syntax.md,docs/research/parsing/grounding,vim-emacs-syntax.md,md,8843,34
docs/research/parsing/grounding/yyjson.md,docs/research/parsing/grounding,yyjson.md,md,3380,39
docs/research/parsing/grounding/zig-tokenizer.md,docs/research/parsing/grounding,zig-tokenizer.md,md,5759,44
docs/research/parsing/haskell-flatparse.md,docs/research/parsing,haskell-flatparse.md,md,30494,292
docs/research/parsing/haskell-parsec.md,docs/research/parsing,haskell-parsec.md,md,43042,396
docs/research/parsing/helix.md,docs/research/parsing,helix.md,md,22631,171
docs/research/parsing/highlight-js.md,docs/research/parsing,highlight-js.md,md,17279,150
docs/research/parsing/hyperscan.md,docs/research/parsing,hyperscan.md,md,32932,255
docs/research/parsing/index.md,docs/research/parsing,index.md,md,53907,371
docs/research/parsing/intellij-highlighting.md,docs/research/parsing,intellij-highlighting.md,md,22772,169
docs/research/parsing/lezer-highlight.md,docs/research/parsing,lezer-highlight.md,md,19049,167
docs/research/parsing/lezer.md,docs/research/parsing,lezer.md,md,39745,318
docs/research/parsing/linguist.md,docs/research/parsing,linguist.md,md,18870,170
docs/research/parsing/lsp-semantic-tokens.md,docs/research/parsing,lsp-semantic-tokens.md,md,20555,165
docs/research/parsing/menhir.md,docs/research/parsing,menhir.md,md,40635,342
docs/research/parsing/ocaml-angstrom.md,docs/research/parsing,ocaml-angstrom.md,md,28834,283
docs/research/parsing/pest.md,docs/research/parsing,pest.md,md,40689,384
docs/research/parsing/pygments.md,docs/research/parsing,pygments.md,md,19682,165
docs/research/parsing/rapidjson.md,docs/research/parsing,rapidjson.md,md,28052,241
docs/research/parsing/roslyn.md,docs/research/parsing,roslyn.md,md,40467,275
docs/research/parsing/rust-analyzer.md,docs/research/parsing,rust-analyzer.md,md,36990,500
docs/research/parsing/rust-chumsky.md,docs/research/parsing,rust-chumsky.md,md,40332,372
docs/research/parsing/rust-combine.md,docs/research/parsing,rust-combine.md,md,29554,455
docs/research/parsing/rust-nom.md,docs/research/parsing,rust-nom.md,md,36947,563
docs/research/parsing/rust-winnow.md,docs/research/parsing,rust-winnow.md,md,32519,522
docs/research/parsing/rustc-queries.md,docs/research/parsing,rustc-queries.md,md,36672,515
docs/research/parsing/shiki.md,docs/research/parsing,shiki.md,md,32161,227
docs/research/parsing/simd-json.md,docs/research/parsing,simd-json.md,md,31226,281
docs/research/parsing/simdjson.md,docs/research/parsing,simdjson.md,md,38768,319
docs/research/parsing/sonic-rs.md,docs/research/parsing,sonic-rs.md,md,28234,265
docs/research/parsing/syntax-highlighting.md,docs/research/parsing,syntax-highlighting.md,md,35895,458
docs/research/parsing/syntect.md,docs/research/parsing,syntect.md,md,31706,228
docs/research/parsing/theory/bottom-up.md,docs/research/parsing/theory,bottom-up.md,md,41409,553
docs/research/parsing/theory/derivatives.md,docs/research/parsing/theory,derivatives.md,md,44917,678
docs/research/parsing/theory/formal-languages.md,docs/research/parsing/theory,formal-languages.md,md,40665,595
docs/research/parsing/theory/general-parsing.md,docs/research/parsing/theory,general-parsing.md,md,44808,610
docs/research/parsing/theory/incremental.md,docs/research/parsing/theory,incremental.md,md,21217,291
docs/research/parsing/theory/index.md,docs/research/parsing/theory,index.md,md,9431,141
docs/research/parsing/theory/peg-packrat.md,docs/research/parsing/theory,peg-packrat.md,md,44539,663
docs/research/parsing/theory/pratt-precedence.md,docs/research/parsing/theory,pratt-precedence.md,md,43730,693
docs/research/parsing/theory/top-down.md,docs/research/parsing/theory,top-down.md,md,38075,584
docs/research/parsing/tree-sitter-highlight.md,docs/research/parsing,tree-sitter-highlight.md,md,34485,237
docs/research/parsing/tree-sitter.md,docs/research/parsing,tree-sitter.md,md,47605,433
docs/research/parsing/vim-emacs-syntax.md,docs/research/parsing,vim-emacs-syntax.md,md,23195,172
docs/research/parsing/yyjson.md,docs/research/parsing,yyjson.md,md,29995,263
docs/research/parsing/zig-tokenizer.md,docs/research/parsing,zig-tokenizer.md,md,26203,275
docs/research/platform-ui-guidelines/android.md,docs/research/platform-ui-guidelines,android.md,md,12349,196
docs/research/platform-ui-guidelines/color-derivation/examples/derive-palette.d,docs/research/platform-ui-guidelines/color-derivation/examples,derive-palette.d,d,15152,367
docs/research/platform-ui-guidelines/color-derivation/index.md,docs/research/platform-ui-guidelines/color-derivation,index.md,md,12510,245
docs/research/platform-ui-guidelines/comparison.md,docs/research/platform-ui-guidelines,comparison.md,md,19288,261
docs/research/platform-ui-guidelines/concepts.md,docs/research/platform-ui-guidelines,concepts.md,md,9728,190
docs/research/platform-ui-guidelines/gnome/examples/portal-appearance.d,docs/research/platform-ui-guidelines/gnome/examples,portal-appearance.d,d,11247,305
docs/research/platform-ui-guidelines/gnome/index.md,docs/research/platform-ui-guidelines/gnome,index.md,md,14925,268
docs/research/platform-ui-guidelines/index.md,docs/research/platform-ui-guidelines,index.md,md,15643,227
docs/research/platform-ui-guidelines/ios.md,docs/research/platform-ui-guidelines,ios.md,md,12191,198
docs/research/platform-ui-guidelines/kde.md,docs/research/platform-ui-guidelines,kde.md,md,12152,222
docs/research/platform-ui-guidelines/kde/examples/kdeglobals-appearance.d,docs/research/platform-ui-guidelines/kde/examples,kdeglobals-appearance.d,d,7802,212
docs/research/platform-ui-guidelines/libadwaita.md,docs/research/platform-ui-guidelines,libadwaita.md,md,14389,232
docs/research/platform-ui-guidelines/macos.md,docs/research/platform-ui-guidelines,macos.md,md,10819,169
docs/research/platform-ui-guidelines/sparkles-proposal.md,docs/research/platform-ui-guidelines,sparkles-proposal.md,md,14863,291
docs/research/platform-ui-guidelines/terminal/examples/color-scheme-probe.d,docs/research/platform-ui-guidelines/terminal/examples,color-scheme-probe.d,d,9835,277
docs/research/platform-ui-guidelines/terminal/index.md,docs/research/platform-ui-guidelines/terminal,index.md,md,13186,233
docs/research/platform-ui-guidelines/web.md,docs/research/platform-ui-guidelines,web.md,md,11948,186
docs/research/platform-ui-guidelines/windows.md,docs/research/platform-ui-guidelines,windows.md,md,12646,216
docs/research/property-tree/bevy-inspector-egui.md,docs/research/property-tree,bevy-inspector-egui.md,md,16739,186
docs/research/property-tree/comparison.md,docs/research/property-tree,comparison.md,md,42866,472
docs/research/property-tree/concepts.md,docs/research/property-tree,concepts.md,md,11801,179
docs/research/property-tree/derive-macro-inspectors.md,docs/research/property-tree,derive-macro-inspectors.md,md,16854,234
docs/research/property-tree/devtools-object-inspector.md,docs/research/property-tree,devtools-object-inspector.md,md,13001,178
docs/research/property-tree/examples/edit-commands.d,docs/research/property-tree/examples,edit-commands.d,d,12632,320
docs/research/property-tree/examples/erased-descent.d,docs/research/property-tree/examples,erased-descent.d,d,6698,206
docs/research/property-tree/examples/erased-subject.d,docs/research/property-tree/examples,erased-subject.d,d,7877,203
docs/research/property-tree/examples/leaf-dispatch.d,docs/research/property-tree/examples,leaf-dispatch.d,d,12051,284
docs/research/property-tree/examples/open-set-descent.d,docs/research/property-tree/examples,open-set-descent.d,d,6725,193
docs/research/property-tree/examples/path-addressing.d,docs/research/property-tree/examples,path-addressing.d,d,14773,351
docs/research/property-tree/examples/reflect-descent.d,docs/research/property-tree/examples,reflect-descent.d,d,5214,153
docs/research/property-tree/examples/sumtype-variants.d,docs/research/property-tree/examples,sumtype-variants.d,d,5043,148
docs/research/property-tree/examples/tree-adapter.d,docs/research/property-tree/examples,tree-adapter.d,d,8057,191
docs/research/property-tree/examples/type-only-instantiation.d,docs/research/property-tree/examples,type-only-instantiation.d,d,2081,58
docs/research/property-tree/examples/uda-metadata.d,docs/research/property-tree/examples,uda-metadata.d,d,5612,171
docs/research/property-tree/godot-inspector.md,docs/research/property-tree,godot-inspector.md,md,18354,189
docs/research/property-tree/index.md,docs/research/property-tree,index.md,md,28008,215
docs/research/property-tree/qt-property-browser.md,docs/research/property-tree,qt-property-browser.md,md,18944,195
docs/research/property-tree/react-jsonschema-form.md,docs/research/property-tree,react-jsonschema-form.md,md,13968,228
docs/research/property-tree/sparkles-baseline.md,docs/research/property-tree,sparkles-baseline.md,md,21599,184
docs/research/property-tree/unity-serializedproperty.md,docs/research/property-tree,unity-serializedproperty.md,md,22087,330
docs/research/property-tree/unreal-details-panel.md,docs/research/property-tree,unreal-details-panel.md,md,14209,149
docs/research/property-tree/vscode-settings-ui.md,docs/research/property-tree,vscode-settings-ui.md,md,12946,183
docs/research/property-tree/winforms-propertygrid.md,docs/research/property-tree,winforms-propertygrid.md,md,21485,199
docs/research/sanitizers/asan.md,docs/research/sanitizers,asan.md,md,34325,515
docs/research/sanitizers/comparison.md,docs/research/sanitizers,comparison.md,md,31785,274
docs/research/sanitizers/concepts.md,docs/research/sanitizers,concepts.md,md,24696,404
docs/research/sanitizers/d-toolchain.md,docs/research/sanitizers,d-toolchain.md,md,48449,733
docs/research/sanitizers/examples/asan-global-overflow.d,docs/research/sanitizers/examples,asan-global-overflow.d,d,4073,126
docs/research/sanitizers/examples/asan-heap-uaf.d,docs/research/sanitizers/examples,asan-heap-uaf.d,d,4697,133
docs/research/sanitizers/examples/asan-report-capture.d,docs/research/sanitizers/examples,asan-report-capture.d,d,7394,200
docs/research/sanitizers/examples/asan-stack-uar.d,docs/research/sanitizers/examples,asan-stack-uar.d,d,4910,146
docs/research/sanitizers/examples/fiber-asan.d,docs/research/sanitizers/examples,fiber-asan.d,d,6002,161
docs/research/sanitizers/examples/gc-uaf-blindspot.d,docs/research/sanitizers/examples,gc-uaf-blindspot.d,d,5143,147
docs/research/sanitizers/examples/lsan-gc-interplay.d,docs/research/sanitizers/examples,lsan-gc-interplay.d,d,7963,210
docs/research/sanitizers/examples/tsan-data-race.d,docs/research/sanitizers/examples,tsan-data-race.d,d,6875,190
docs/research/sanitizers/examples/valgrind-attribution.d,docs/research/sanitizers/examples,valgrind-attribution.d,d,8298,219
docs/research/sanitizers/examples/valgrind-client-requests.d,docs/research/sanitizers/examples,valgrind-client-requests.d,d,6379,164
docs/research/sanitizers/examples/valgrind-memcheck-catch.d,docs/research/sanitizers/examples,valgrind-memcheck-catch.d,d,6196,153
docs/research/sanitizers/grounding/_sources.md,docs/research/sanitizers/grounding,_sources.md,md,21946,135
docs/research/sanitizers/grounding/asan.md,docs/research/sanitizers/grounding,asan.md,md,19171,92
docs/research/sanitizers/grounding/d-toolchain.md,docs/research/sanitizers/grounding,d-toolchain.md,md,34265,147
